# count	accession	asmId	sciName	comName	taxId	bioSample	asmType	asmLevel	asmData	submitter	asmSize	maskedPerCent	primary/secondary	VGPClade
326	GCA_048537225.1	GCA_048537225.1_ASM4853722v1	Polymixia cf. hollisterae	Bermuda beardfish (OG660 hap1 2025)	3239838	SAMN42899157	haploid (haplotype 1)	Chromosome	10 Mar 2025	Minderoo OceanOmics Centre at University of the Western Australia	   722,757,191	32.95	primary	fish
327	GCA_048537235.1	GCA_048537235.1_ASM4853723v1	Polymixia cf. hollisterae	Bermuda beardfish (OG660 hap2 2025)	3239838	SAMN42899157	haploid (haplotype 2)	Chromosome	10 Mar 2025	Minderoo OceanOmics Centre at University of the Western Australia	   707,857,291	32.19	secondary	fish
328	GCA_048544195.1	GCA_048544195.1_ASM4854419v1	Menidia menidia	Atlantic silverside (fMenMen1 hap2 2025)	238744	SAMN46987722	haploid	Chromosome	11 Mar 2025	University of Copenhagen	   553,547,304	28.19	secondary	fish
329	GCA_048544215.1	GCA_048544215.1_fCoiMys1.hap1	Coilia mystus	Osbeck's grenadier anchovy (Shantou hap1 2025)	286537	SAMN46980313	haploid	Chromosome	11 Mar 2025	University of Copenhagen	   803,134,922	38.65	secondary	fish
330	GCA_048544225.1	GCA_048544225.1_fCoiMys1.hap2	Coilia mystus	Osbeck's grenadier anchovy (Shantou hap2 2025)	286537	SAMN46980313	haploid	Chromosome	11 Mar 2025	University of Copenhagen	   854,254,650	38.31	primary	fish
331	GCA_048565335.1	GCA_048565335.1_aManAur1.hap2	Mantella aurantiaca	golden mantella (hap2 2025)	43514	SAMN46714743	haploid (haplotype 2)	Chromosome	12 Mar 2025	Vertebrate Genomes Project	 3,319,283,846	62.55	secondary	amphibians
332	GCA_048565345.1	GCA_048565345.1_aManAur1.hap1	Mantella aurantiaca	golden mantella (hap1 2025)	43514	SAMN46714743	haploid (haplotype 1)	Chromosome	12 Mar 2025	Vertebrate Genomes Project	 3,336,112,499	62.16	primary	amphibians
333	GCA_048565385.1	GCA_048565385.1_mSaiBol1.pri	Saimiri boliviensis	Bolivian squirrel monkey (mSaiBol1 primary hap 2025)	27679	SAMN46760316	haploid	Chromosome	12 Mar 2025	Vertebrate Genomes Project	 2,747,476,440	47.03	primary	mammals
334	GCA_048569125.1	GCA_048569125.1_fDirArg3.hap1	Diretmus argenteus	silver spinyfin (hap1 2025)	88682	SAMN47248252	haploid (haplotype 1)	Chromosome	13 Mar 2025	Vertebrate Genomes Project	 1,517,026,147	53.60	primary	fish
335	GCA_048569135.1	GCA_048569135.1_fDirArg3.hap2	Diretmus argenteus	silver spinyfin (hap2 2025)	88682	SAMN47248252	haploid (haplotype 2)	Scaffold	13 Mar 2025	Vertebrate Genomes Project	 1,884,132,620	55.04	secondary	fish
336	GCA_048569465.1	GCA_048569465.1_aAnoBae1.hap2	Anomaloglossus baeobatrachus	frog A.baeobatrachus (hap2 2025)	238106	SAMN46966667	haploid (haplotype 2)	Chromosome	13 Mar 2025	Vertebrate Genomes Project	 6,129,031,283	77.32	secondary	amphibians
337	GCA_048569485.1	GCA_048569485.1_aAnoBae1.hap1	Anomaloglossus baeobatrachus	frog A.baeobatrachus (hap1 2025)	238106	SAMN46966667	haploid (haplotype 1)	Chromosome	13 Mar 2025	Vertebrate Genomes Project	 6,265,077,250	77.47	primary	amphibians
338	GCA_048593225.1	GCA_048593225.1_ASM4859322v1	Sarcophilus harrisii	Tasmanian devil (McLovin hap1 2025)	9305	SAMN47327921	haploid (haplotype 1)	Chromosome	17 Mar 2025	University of Connecticut	 3,244,907,618	42.27	primary	mammals
339	GCA_048593235.1	GCA_048593235.1_ASM4859323v1	Sminthopsis crassicaudata	fat-tailed dunnart (SCR6 hap1 2025)	9301	SAMN47327922	haploid (haplotype 1)	Chromosome	17 Mar 2025	University of Connecticut	 3,239,981,553	44.27	primary	mammals
340	GCA_048593245.1	GCA_048593245.1_ASM4859324v1	Dasyurus maculatus	spotted-tailed quoll (Chaos hap2 2025)	9281	SAMN47326980	haploid (haplotype 2)	Chromosome	17 Mar 2025	University of Connecticut	 3,066,144,370	42.02	secondary	mammals
341	GCA_048593285.1	GCA_048593285.1_ASM4859328v1	Dasyurus maculatus	spotted-tailed quoll (Chaos hap1 2025)	9281	SAMN47326980	haploid (haplotype 1)	Chromosome	17 Mar 2025	University of Connecticut	 3,043,210,118	41.99	primary	mammals
342	GCA_048593295.1	GCA_048593295.1_ASM4859329v1	Sminthopsis crassicaudata	fat-tailed dunnart (SCR6 hap2 2025)	9301	SAMN47327922	haploid (haplotype 2)	Chromosome	17 Mar 2025	University of Connecticut	 3,272,501,082	44.21	secondary	mammals
343	GCA_048593325.1	GCA_048593325.1_ASM4859332v1	Sarcophilus harrisii	Tasmanian devil (McLovin hap2 2025)	9305	SAMN47327921	haploid (haplotype 2)	Chromosome	17 Mar 2025	University of Connecticut	 3,116,321,655	41.45	secondary	mammals
344	GCA_048593335.1	GCA_048593335.1_ASM4859333v1	Notamacropus eugenii	tammar wallaby (Barry hap1 2025)	9315	SAMN47327929	haploid (haplotype 1)	Chromosome	17 Mar 2025	University of Connecticut	 3,349,423,305	39.00	secondary	mammals
345	GCA_048593345.1	GCA_048593345.1_ASM4859334v1	Notamacropus eugenii	tammar wallaby (Barry hap2 2025)	9315	SAMN47327929	haploid (haplotype 2)	Chromosome	17 Mar 2025	University of Connecticut	 3,250,186,738	38.97	secondary	mammals
346	GCA_048628825.1	GCA_048628825.1_ASM4862882v1	Menidia menidia	Atlantic silverside (fMenMen1 hap1 2025)	238744	SAMN46987722	haploid (haplotype 1)	Chromosome	19 Mar 2025	University of Copenhagen	   571,276,089	28.90	primary	fish
347	GCA_048771865.1	GCA_048771865.1_mCteGun2.hap2	Ctenodactylus gundi	northern gundi (hap2 2025)	10166	SAMN47326412	haploid (haplotype 2)	Chromosome	21 Mar 2025	Vertebrate Genomes Project	 2,329,663,899	34.10	secondary	mammals
348	GCA_048771875.1	GCA_048771875.1_mCteGun2.hap1	Ctenodactylus gundi	northern gundi (hap1 2025)	10166	SAMN47326412	haploid (haplotype 1)	Chromosome	21 Mar 2025	Vertebrate Genomes Project	 2,184,404,205	30.65	primary	mammals
349	GCA_048771995.1	GCA_048771995.1_bTaeGut7.mat	Taeniopygia guttata	zebra finch (bTaeGut7 maternal hap 2025)	59729	SAMN47142318	haploid (maternal haplotype of diploid)	Chromosome	21 Mar 2025	Vertebrate Genomes Project	 1,141,165,377	23.56	primary	birds
350	GCA_048772025.1	GCA_048772025.1_bTaeGut7.pat	Taeniopygia guttata	zebra finch (bTaeGut7 paternal hap 2025)	59729	SAMN47142318	haploid (paternal haplotype of diploid)	Chromosome	21 Mar 2025	Vertebrate Genomes Project	 1,021,668,102	22.87	secondary	birds
351	GCA_048772815.1	GCA_048772815.1_mCalLat2.hap1	Callospermophilus lateralis	golden-mantled ground squirrel (hap1 2025)	76772	SAMN47326584	haploid (haplotype 1)	Chromosome	21 Mar 2025	Vertebrate Genomes Project	 4,646,974,320	52.74	primary	mammals
352	GCA_048772825.1	GCA_048772825.1_mCalLat2.hap2	Callospermophilus lateralis	golden-mantled ground squirrel (hap2 2025)	76772	SAMN47326584	haploid (haplotype 2)	Chromosome	21 Mar 2025	Vertebrate Genomes Project	 3,349,745,798	39.54	secondary	mammals
353	GCA_048934315.1	GCA_048934315.1_UKy_Petmar_22M1.pri1.0	Petromyzon marinus	sea lamprey (Great Lakes invasive population PM22_M1 primary hap 2025)	7757	SAMN46926778	haploid (principal pseudohaplotype of diploid)	Chromosome	25 Mar 2025	University of Kentucky	 1,808,332,251	68.15	primary	otherChordates
354	GCA_049082045.1	GCA_049082045.1_fCriAus1.1_haplotype_2	Cristiceps australis	crested weedfish (hap2 OG76 2025)	879810	SAMN40589650	haploid (haplotype 2)	Chromosome	27 Mar 2025	(n/a)	   559,096,705	29.02	secondary	fish
355	GCA_049082185.1	GCA_049082185.1_fCriAus1.1_haplotype_1	Cristiceps australis	crested weedfish (hap1 OG76 2025)	879810	SAMN40589650	haploid (haplotype 1)	Chromosome	27 Mar 2025	(n/a)	   619,674,967	29.97	primary	fish
356	GCA_049190655.1	GCA_049190655.1_fLepSal2.hap2	Lepidogalaxias salamandroides	salamanderfish (hap2 2025)	89578	SAMN47481373	haploid (haplotype 2)	Chromosome	31 Mar 2025	Vertebrate Genomes Project	   742,016,821	45.23	secondary	fish
357	GCA_049190665.1	GCA_049190665.1_fLepSal2.hap1	Lepidogalaxias salamandroides	salamanderfish (hap1 2025)	89578	SAMN47481373	haploid (haplotype 1)	Chromosome	31 Mar 2025	Vertebrate Genomes Project	   735,065,728	43.46	primary	fish
358	GCA_049354655.1	GCA_049354655.1_calJac240_alt	Callithrix jacchus	white-tufted-ear marmoset (240 alternate hap 2025)	9483	SAMN47004743	alternate-pseudohaplotype	Chromosome	08 Apr 2025	University of California Santa Cruz	 2,760,247,778	47.02	secondary	mammals
359	GCA_049354715.1	GCA_049354715.1_calJac240_pri	Callithrix jacchus	white-tufted-ear marmoset (240 primary hap 2025)	9483	SAMN47004743	haploid (principal pseudohaplotype of diploid)	Chromosome	08 Apr 2025	University of California Santa Cruz	 2,933,409,465	42.34	primary	mammals
360	GCA_900246225.5	GCA_900246225.5_fAstCal1.3	Astatotilapia calliptera	eastern happy (v3 2021)	8154	SAMEA104026430	haploid	Chromosome	24 Apr 2021	Wellcome Sanger Institute	   880,445,568	35.92	secondary	fish
361	GCA_901001165.2	GCA_901001165.2_fSalTru1.2	Salmo trutta	river trout (v2 2021)	8032	SAMEA994732	haploid	Chromosome	24 Apr 2021	Wellcome Sanger Institute	 2,371,880,186	55.89	primary	fish
362	GCA_901699155.2	GCA_901699155.2_bStrTur1.2	Streptopelia turtur	European turtle dove (v1.2 2021)	177155	SAMEA994735	haploid (principal pseudohaplotype of diploid)	Chromosome	17 May 2021	Wellcome Sanger Institute	 1,178,816,852	10.95	primary	birds
363	GCA_901765095.2	GCA_901765095.2_aMicUni1.2	Microcaecilia unicolor	tiny Cayenne caecilian (v2 2021)	1415580	SAMEA104387962	haploid	Chromosome	24 Apr 2021	Wellcome Sanger Institute	 4,685,939,421	68.19	primary	amphibians
364	GCA_902686455.2	GCA_902686455.2_mSciVul1.2	Sciurus vulgaris	Eurasian red squirrel (v1.2 2020)	55149	SAMEA994733	haploid	Chromosome	31 Jul 2020	SC	 2,878,607,543	33.75	primary	mammals
365	GCA_902713435.2	GCA_902713435.2_fAciRut3.2_paternal_haplotype	Acipenser ruthenus	sterlet (v2 paternal hap 2022)	7906	SAMEA5572864	haploid	Chromosome	01 Feb 2022	Wellcome Sanger Institute	 1,882,648,115	45.08	secondary	fish
366	GCA_903684855.2	GCA_903684855.2_fDreTuH1.2	Danio rerio	zebrafish (WGS:CAHPTB02 2020)	7955	SAMEA4760849	haploid	Chromosome	31 Jul 2020	SC	 1,360,506,095	60.94	secondary	fish
367	GCA_903684865.1	GCA_903684865.1_fDreABH1.1	Danio rerio	zebrafish (WGS:CAHPTA01 2020)	7955	SAMEA4760846	haploid	Chromosome	28 Jun 2020	SC	 1,354,075,779	61.16	secondary	fish
368	GCA_903797595.2	GCA_903797595.2_bEriRub2.2	Erithacus rubecula	European robin (primary hap 2021)	37610	SAMEA4760689	haploid (principal pseudohaplotype of diploid)	Chromosome	03 May 2021	Wellcome Sanger Institute	 1,086,738,418	15.04	primary	birds
369	GCA_903992545.1	GCA_903992545.1_mPipPip1.1	Pipistrellus pipistrellus	common pipistrelle (2020)	59474	SAMEA994724	haploid	Chromosome	06 Aug 2020	SC	 1,763,439,233	32.92	primary	mammals
370	GCA_905171665.2	GCA_905171665.2_fTraTra1.2	Trachurus trachurus	Atlantic horse mackerel (primary hap 2021)	36212	SAMEA7524396	haploid	Chromosome	26 Nov 2021	Wellcome Sanger Institute	   801,243,942	32.88	primary	fish
371	GCA_905319855.2	GCA_905319855.2_mCanLor1.2	Canis lupus	gray wolf (2021)	9612	SAMEA7532739	haploid	Chromosome	26 Mar 2021	WELLCOME SANGER INSTITUTE	 2,447,463,909	33.04	primary	mammals
372	GCA_907165065.1	GCA_907165065.1_bCapEur3.1	Caprimulgus europaeus	Eurasian nightjar (primary hap 2021)	111811	SAMEA7524394	haploid (principal pseudohaplotype of diploid)	Chromosome	17 May 2021	WELLCOME SANGER INSTITUTE	 1,177,791,212	12.03	primary	birds
373	GCA_910589615.1	GCA_910589615.1_fTauBub2.1	Taurulus bubalis	longspined bullhead (.1 primary hap 2021)	61643	SAMEA7522994	haploid (principal pseudohaplotype of diploid)	Chromosome	07 Jul 2021	WELLCOME SANGER INSTITUTE	   615,153,901	25.23	primary	fish
374	GCA_910591455.2	GCA_910591455.2_fPhoGun1.2	Pholis gunnellus	rock gunnel (primary hap 2021)	56726	SAMEA7522838	haploid (principal pseudohaplotype of diploid)	Chromosome	18 Nov 2021	WELLCOME SANGER INSTITUTE	   588,696,950	25.63	primary	fish
375	GCA_918807975.1	GCA_918807975.1_kaAplTurb1.1	Aplidium turbinatum	tunicate A.turbinatum (primary hap 2021)	2771288	SAMEA7536566	haploid (principal pseudohaplotype of diploid)	Chromosome	19 Nov 2021	WELLCOME SANGER INSTITUTE	   605,507,883	63.38	primary	otherChordates
376	GCA_922990625.1	GCA_922990625.1_mMelMel3.1_maternal_haplotype_uncurated	Meles meles	Eurasian badger (2021)	9662	SAMEA7524400	haploid	Scaffold	18 Dec 2021	WELLCOME SANGER INSTITUTE	 2,692,729,365	37.43	secondary	mammals
377	GCA_933228915.1	GCA_933228915.1_fTelBon1.1	Telmatherina bonti	bonti-bonti (primary hap 2022)	446457	SAMEA8592627	haploid (principal pseudohaplotype of diploid)	Chromosome	23 Mar 2022	WELLCOME SANGER INSTITUTE	   986,039,709	34.07	primary	fish
378	GCA_936440315.1	GCA_936440315.1_fBarBab1.1	Barbus barbus	barbel (primary hap 2022)	40830	SAMEA13335783	haploid (principal pseudohaplotype of diploid)	Chromosome	03 May 2022	WELLCOME SANGER INSTITUTE	 1,584,929,904	52.50	primary	fish
379	GCA_944039275.1	GCA_944039275.1_fDanRer4.1	Danio rerio	zebrafish (WGS:CALUEM01 primary hap 2022)	7955	SAMEA14088276	haploid (principal pseudohaplotype of diploid)	Chromosome	24 Jun 2022	WELLCOME SANGER INSTITUTE	 1,413,675,870	60.61	primary	fish
380	GCA_946808225.1	GCA_946808225.1_fSilAri3.1	Silurus aristotelis	Aristotle's catfish (primary hap 2022)	933932	SAMEA12595289	haploid	Chromosome	15 Sep 2022	WELLCOME SANGER INSTITUTE	   800,118,513	42.36	primary	fish
381	GCA_947034865.1	GCA_947034865.1_fBarBar1.1	Barbatula barbatula	stone loach (primary hap 2022)	135647	SAMEA11296540	haploid	Chromosome	07 Oct 2022	WELLCOME SANGER INSTITUTE	   617,663,352	39.89	primary	fish
382	GCA_947247035.1	GCA_947247035.1_rVipUrs1.1	Vipera ursinii	meadow viper (primary hap 2022)	103942	SAMEA12832258	haploid	Chromosome	30 Oct 2022	WELLCOME SANGER INSTITUTE	 1,625,023,540	49.83	primary	reptiles
383	GCA_947561715.1	GCA_947561715.1_kaAscMent1.1	Ascidia mentula	pink sea squirt (2022)	38561	SAMEA8724667	haploid	Chromosome	11 Dec 2022	WELLCOME SANGER INSTITUTE	   196,975,169	32.01	primary	otherChordates
384	GCA_947623445.1	GCA_947623445.1_kaClaLepa1.1	Clavelina lepadiformis	light-bulb sea squirt (2022)	159417	SAMEA7536527	haploid	Chromosome	19 Dec 2022	WELLCOME SANGER INSTITUTE	   210,089,204	33.50	primary	otherChordates
385	GCA_947650265.1	GCA_947650265.1_fSymMel2.1	Symphodus melops	corkwing wrasse (primary hap 2022)	171736	SAMEA12219485	haploid (principal pseudohaplotype of diploid)	Chromosome	21 Dec 2022	WELLCOME SANGER INSTITUTE	   636,368,453	28.78	primary	fish
386	GCA_948146105.1	GCA_948146105.1_fSynAcu2.1	Syngnathus acus	greater pipefish (v2 2023 genbank)	161584	SAMEA13854528	haploid	Chromosome	18 Jan 2023	WELLCOME SANGER INSTITUTE	   359,216,277	32.03	secondary	fish
387	GCA_949152265.1	GCA_949152265.1_fPhoPho1.1	Phoxinus phoxinus	Eurasian minnow (primary hap 2023)	58324	SAMEA11296539	haploid (principal pseudohaplotype of diploid)	Chromosome	08 Apr 2023	WELLCOME SANGER INSTITUTE	   950,498,056	49.52	primary	fish
388	GCA_949316315.1	GCA_949316315.1_mMusMuc1.1	Mus musculus	house mouse (primary hap 2023)	10090	SAMEA112251260	haploid (principal pseudohaplotype of diploid)	Chromosome	08 Apr 2023	WELLCOME SANGER INSTITUTE	 2,770,968,735	45.38	primary	mammals
389	GCA_949319135.1	GCA_949319135.1_fSquCep2.1	Squalius cephalus	European chub (primary hap 2023)	8284	SAMEA11296547	haploid (principal pseudohaplotype of diploid)	Chromosome	08 Apr 2023	WELLCOME SANGER INSTITUTE	 1,101,930,522	54.10	primary	fish
390	GCA_949357685.1	GCA_949357685.1_fGobGob1.1	Gobio gobio	gudgeon (primary hap 2023)	27704	SAMEA11296538	haploid (principal pseudohaplotype of diploid)	Chromosome	08 Apr 2023	WELLCOME SANGER INSTITUTE	 1,460,679,231	68.84	primary	fish
391	GCA_949357725.1	GCA_949357725.1_fHypImm3.1	Hyperoplus immaculatus	greater sand-eel (primary hap 2023)	1484357	SAMEA13854416	haploid (principal pseudohaplotype of diploid)	Chromosome	08 Apr 2023	WELLCOME SANGER INSTITUTE	   797,804,280	42.12	primary	fish
392	GCA_949606895.1	GCA_949606895.1_fNotRos5.1	Notothenia rossii	marbled rockcod (primary hap 2023)	101497	SAMEA12815441	haploid (principal pseudohaplotype of diploid)	Chromosome	08 Apr 2023	WELLCOME SANGER INSTITUTE	 1,042,906,029	52.08	primary	fish
393	GCA_949628215.1	GCA_949628215.1_bGulAri2.1	Phalacrocorax aristotelis	European shag (primary hap 2023)	126867	SAMEA10059652	haploid (principal pseudohaplotype of diploid)	Chromosome	08 Apr 2023	WELLCOME SANGER INSTITUTE	 1,279,134,750	13.53	primary	birds
394	GCA_949748355.1	GCA_949748355.1_fMelGel1.1	Melanostigma gelatinosum	limp eelpout (primary hap 2023)	1091424	SAMEA12815492	haploid (principal pseudohaplotype of diploid)	Chromosome	08 Apr 2023	WELLCOME SANGER INSTITUTE	   661,975,483	29.55	primary	fish
395	GCA_949752795.1	GCA_949752795.1_mHypAmp2.1	Hyperoodon ampullatus	northern bottlenose whale (primary hap 2023)	48744	SAMEA10839125	haploid (principal pseudohaplotype of diploid)	Chromosome	08 Apr 2023	WELLCOME SANGER INSTITUTE	 2,828,760,712	45.42	primary	mammals
396	GCA_949987555.1	GCA_949987555.1_fBorAnt1.1	Borostomias antarcticus	large-eye snaggletooth (primary hap 2023)	473354	SAMEA8748812	haploid (principal pseudohaplotype of diploid)	Chromosome	03 May 2023	WELLCOME SANGER INSTITUTE	   909,249,001	50.81	primary	fish
397	GCA_949987585.1	GCA_949987585.1_mPipPyg2.1	Pipistrellus pygmaeus	soprano pipistrelle (primary hap 2023)	246814	SAMEA9921456	haploid (principal pseudohaplotype of diploid)	Chromosome	01 May 2023	WELLCOME SANGER INSTITUTE	 1,895,125,685	36.46	primary	mammals
398	GCA_949987615.1	GCA_949987615.1_fPolPol2.1	Pollachius pollachius	pollack (primary hap 2023)	185739	SAMEA111562038	haploid (principal pseudohaplotype of diploid)	Chromosome	03 May 2023	WELLCOME SANGER INSTITUTE	   606,767,444	33.18	primary	fish
399	GCA_949987685.1	GCA_949987685.1_fAmmMar1.1	Ammodytes marinus	lesser sand-eel (primary hap 2023)	146480	SAMEA110137622	haploid (principal pseudohaplotype of diploid)	Chromosome	03 May 2023	WELLCOME SANGER INSTITUTE	   777,835,610	40.34	primary	fish
400	GCA_951216825.1	GCA_951216825.1_fEleAnt2.1	Electrona antarctica	Antarctic lanternfish (primary hap 2023)	206093	SAMEA8748807	haploid (principal pseudohaplotype of diploid)	Chromosome	11 May 2023	WELLCOME SANGER INSTITUTE	 1,427,445,741	55.68	primary	fish
401	GCA_951394365.1	GCA_951394365.1_bTetUro1.1	Tetrao urogallus	western capercaillie (primary hap 2023)	100830	SAMEA9654429	haploid (principal pseudohaplotype of diploid)	Chromosome	15 Jun 2023	WELLCOME SANGER INSTITUTE	 1,013,184,029	12.38	primary	birds
402	GCA_951394435.1	GCA_951394435.1_mSteCoe1.1	Stenella coeruleoalba	striped dolphin (primary hap 2023)	9737	SAMEA111380539	haploid (principal pseudohaplotype of diploid)	Chromosome	16 Jun 2023	WELLCOME SANGER INSTITUTE	 2,691,423,227	44.36	primary	mammals
403	GCA_951640355.1	GCA_951640355.1_mEptNil1.1	Eptesicus nilssonii	northern bat (primary hap 2023)	3371016	SAMEA14098186	haploid (principal pseudohaplotype of diploid)	Chromosome	18 May 2023	WELLCOME SANGER INSTITUTE	 2,064,119,045	37.29	primary	mammals
404	GCA_951799395.1	GCA_951799395.1_fArgSil1.1	Argentina silus	greater argentine (primary hap 2023)	446415	SAMEA110137623	haploid (principal pseudohaplotype of diploid)	Chromosome	27 May 2023	WELLCOME SANGER INSTITUTE	   670,765,936	40.44	primary	fish
405	GCA_951799975.1	GCA_951799975.1_fGobNig1.1	Gobius niger	black goby (primary hap 2023)	85417	SAMEA13854149	haploid (principal pseudohaplotype of diploid)	Chromosome	27 May 2023	WELLCOME SANGER INSTITUTE	   870,572,126	40.54	primary	fish
406	GCA_951802725.1	GCA_951802725.1_fRutRut2.1	Rutilus rutilus	roach minnow (primary hap 2023)	48668	SAMEA11296543	haploid (principal pseudohaplotype of diploid)	Chromosome	30 May 2023	WELLCOME SANGER INSTITUTE	 1,100,195,650	53.60	primary	fish
407	GCA_951804945.1	GCA_951804945.1_rPodCre2.1	Podarcis cretensis	Cretan wall lizard (primary hap 2023)	1330250	SAMEA12110019	haploid (principal pseudohaplotype of diploid)	Chromosome	02 Jun 2023	WELLCOME SANGER INSTITUTE	 1,507,627,055	44.75	primary	reptiles
408	GCA_960531495.1	GCA_960531495.1_fZeuFab8.1	Zeus faber	John dory (primary hap 2023)	64108	SAMEA111562156	haploid (principal pseudohaplotype of diploid)	Chromosome	26 Jul 2023	WELLCOME SANGER INSTITUTE	   804,731,948	44.89	primary	fish
409	GCA_963082525.1	GCA_963082525.1_bNesMay2.1	Nesoenas mayeri	pink pigeon (primary hap 2023)	187126	SAMEA12922160	haploid (principal pseudohaplotype of diploid)	Chromosome	09 Aug 2023	WELLCOME SANGER INSTITUTE	 1,183,271,950	14.40	primary	birds
410	GCA_963082875.1	GCA_963082875.1_kaCorEumy4.1	Corella eumyota	orange-tipped seq squirt (primary hap 2023)	431183	SAMEA7536466	haploid (principal pseudohaplotype of diploid)	Chromosome	09 Aug 2023	WELLCOME SANGER INSTITUTE	   129,324,498	32.48	primary	otherChordates
411	GCA_963210335.1	GCA_963210335.1_bFalPun1.1	Falco punctatus	Mauritius kestrel (primary hap 2023)	148596	SAMEA14356472	haploid (principal pseudohaplotype of diploid)	Chromosome	19 Aug 2023	WELLCOME SANGER INSTITUTE	 1,279,277,844	14.14	primary	birds
